36.687912,-1.411859
36.687888,-1.413763
36.6872848,-1.4148949
36.687912,-1.411859
36.68965,-1.41217
36.690444,-1.412283
36.69079,-1.412366
36.690854,-1.412567
36.691664,-1.412718
36.6926,-1.412884
36.693724,-1.41308
36.695298,-1.413369
36.695784,-1.413439
36.696629,-1.41339
36.697715,-1.413307
36.698536,-1.413216
36.699979,-1.413034
36.700368,-1.412967
36.701014,-1.412913
36.7018214,-1.4128341
36.701856,-1.41402
36.701872,-1.414685
36.701915,-1.41599
36.7019253,-1.4163692
36.701531,-1.416432
36.701306,-1.416539
36.701038,-1.416813
36.700625,-1.416657
36.70026,-1.416711
36.700051,-1.416636
36.69967,-1.416754
36.699284,-1.416556
36.698442,-1.416545
36.698002,-1.416556
36.697519,-1.41648
36.697229,-1.416475
36.696607,-1.416609
36.695523,-1.41684
36.695019,-1.416176
36.694882,-1.415946
36.694757,-1.415919
36.69465,-1.416004
36.694309,-1.416259
36.693976,-1.415937
36.692663,-1.415977
36.692405,-1.415677
36.692196,-1.415618
36.691617,-1.415758
36.691257,-1.415543
36.690974,-1.415535
36.690681,-1.415808
36.690534,-1.415731
36.690283,-1.415685
36.690064,-1.41609
36.689842,-1.416118
36.689477,-1.416124
36.689232,-1.415819
36.689146,-1.4154
36.6872848,-1.4148949
