36.687271,-1.414924,0
36.685449,-1.414365,0
36.684047,-1.413001,0
36.68342,-1.412671,0
36.682156,-1.412409,0
36.680865,-1.411884,0
36.678873,-1.411714,0
36.676847,-1.411416,0
36.675784,-1.411426,0
36.674531,-1.410814,0
36.672145,-1.409421,0
36.671774,-1.409132,0
36.671362,-1.409289,0
36.67281,-1.416492,0
36.67281,-1.416492,0
36.673099,-1.416425,0
36.673303,-1.41635,0
36.674076,-1.416447,0
36.674634,-1.417058,0
36.675138,-1.417348,0
36.675621,-1.417798,0
36.675889,-1.417702,0
36.676275,-1.417766,0
36.676522,-1.417766,0
36.67708,-1.417744,0
36.677455,-1.417734,0
36.677852,-1.417702,0
36.678131,-1.41768,0
36.678496,-1.417766,0
36.67899,-1.417616,0
36.679183,-1.417594,0
36.679483,-1.417755,0
36.67988,-1.417787,0
36.680202,-1.417744,0
36.68047,-1.417691,0
36.680706,-1.417787,0
36.681114,-1.417895,0
36.681758,-1.417895,0
36.68209,-1.418077,0
36.682455,-1.418206,0
36.682788,-1.418281,0
36.683045,-1.418356,0
36.683623,-1.418486,0
36.684202,-1.418491,0
36.68471,-1.418462,0
36.684886,-1.418486,0
36.685039,-1.418502,0
36.685227,-1.41851,0
36.68545,-1.418531,0
36.685721,-1.41855,0
36.685851,-1.418569,0
36.68599,-1.418226,0
36.687384,-1.41497,0
36.687271,-1.414924,0
